Threads starting...
a[177] = 2432 
a[178] = 920 
a[179] = 3228 
a[180] = 4000 
a[181] = 1108 
a[182] = 1864 
a[183] = 3260 
a[184] = 3000 
a[185] = 2772 
a[186] = 1156 
a[187] = 3160 
a[188] = 1632 
a[189] = 2612 
a[190] = 1164 
a[191] = 2816 
a[192] = 3364 
a[193] = 1504 
a[194] = 1636 
a[195] = 3492 
a[196] = 1828 
a[197] = 596 
a[198] = 1372 
a[199] = 3620 
a[200] = 2184 
a[201] = 1232 
a[202] = 684 
a[203] = 3896 
a[204] = 2160 
a[205] = 2516 
a[206] = 2208 
a[207] = 948 
a[208] = 2352 
a[209] = 3120 
a[210] = 1580 
a[211] = 3752 
a[212] = 1628 
a[213] = 3436 
a[214] = 3008 
a[215] = 620 
a[216] = 3608 
a[217] = 156 
a[218] = 1180 
a[219] = 1232 
a[220] = 2764 
a[221] = 3748 
a[222] = 1452 
a[223] = 3528 
a[224] = 2652 
a[225] = 3080 
a[226] = 3012 
a[227] = 472 
a[228] = 3668 
a[229] = 1788 
a[230] = 1492 
a[231] = 3252 
a[232] = 3012 
a[233] = 3576 
a[234] = 3140 
a[235] = 2572 
a[236] = 2088 
a[237] = 2752 
a[238] = 920 
a[239] = 432 
a[240] = 1864 
a[241] = 2492 
a[242] = 1584 
a[243] = 896 
a[244] = 3332 
a[245] = 584 
a[246] = 1508 
a[247] = 340 
a[248] = 736 
a[249] = 92 
a[250] = 1568 
a[251] = 3492 
a[252] = 3832 
a[253] = 3012 
a[254] = 3012 
a[255] = 2476 
a[256] = 2084 
a[257] = 3424 
a[258] = 348 
a[259] = 3152 
a[260] = 1204 
a[261] = 1836 
a[262] = 2396 
a[263] = 1616 
a[264] = 2812 
a[265] = 2936 
a[266] = 1588 
a[267] = 892 
a[268] = 1680 
a[269] = 3912 
a[270] = 2724 
a[271] = 948 
a[272] = 3804 
a[273] = 304 
a[274] = 1836 
a[275] = 536 
a[276] = 880 
a[277] = 744 
a[278] = 872 
a[279] = 3016 
a[280] = 2236 
a[281] = 2432 
a[282] = 2500 
a[283] = 2060 
a[284] = 2844 
a[285] = 2912 
a[286] = 1936 
a[287] = 2328 
a[288] = 3740 
a[289] = 3688 
a[290] = 1472 
a[291] = 2344 
a[292] = 1516 
a[293] = 1268 
a[294] = 3956 
a[295] = 1728 
a[296] = 196 
a[297] = 2944 
a[298] = 2616 
a[299] = 3280 
a[300] = 2848 
a[301] = 2740 
a[302] = 1628 
a[303] = 2648 
a[304] = 444 
a[305] = 864 
a[306] = 3176 
a[307] = 1320 
a[308] = 3008 
a[309] = 40 
a[310] = 1736 
a[311] = 1240 
a[312] = 3872 
a[313] = 1640 
a[314] = 700 
a[315] = 2708 
a[316] = 544 
a[317] = 2632 
a[318] = 2436 
a[319] = 1684 
a[320] = 2312 
a[321] = 3900 
a[322] = 24 
a[323] = 1228 
a[324] = 1160 
a[325] = 1380 
a[326] = 2948 
a[327] = 2760 
a[328] = 316 
a[329] = 2964 
a[330] = 2032 
a[331] = 568 
a[332] = 1700 
a[333] = 1060 
a[334] = 616 
a[335] = 2136 
a[336] = 1916 
a[337] = 1192 
a[338] = 856 
a[339] = 916 
a[340] = 2636 
a[341] = 2588 
a[342] = 2148 
a[343] = 2500 
a[344] = 220 
a[345] = 2844 
a[346] = 2612 
a[347] = 2164 
a[348] = 2876 
a[349] = 1040 
a[350] = 1252 
a[351] = 1180 
a[352] = 2344 
a[353] = 1268 
a[354] = 3808 
a[355] = 3496 
a[356] = 2640 
a[357] = 156 
a[358] = 2248 
a[359] = 356 
a[360] = 3116 
a[361] = 1680 
a[362] = 916 
a[363] = 2216 
a[364] = 2732 
a[365] = 1524 
a[366] = 344 
a[367] = 2048 
a[368] = 120 
a[369] = 2604 
a[370] = 368 
a[371] = 2748 
a[372] = 2592 
a[373] = 3916 
a[374] = 1240 
a[375] = 212 
a[376] = 2752 
a[377] = 1252 
a[378] = 3776 
a[379] = 3028 
a[380] = 2288 
a[381] = 1020 
a[382] = 1608 
a[383] = 624 
a[384] = 2280 
a[385] = 1408 
a[386] = 1520 
a[387] = 2320 
a[388] = 2968 
a[389] = 1172 
a[390] = 80 
a[391] = 2076 
a[392] = 252 
a[393] = 2396 
a[394] = 284 
a[395] = 388 
a[396] = 1324 
a[397] = 2028 
a[398] = 2428 
a[399] = 1436 
a[400] = 624 
a[401] = 2788 
a[402] = 176 
a[403] = 3208 
a[404] = 2700 
a[405] = 1408 
a[406] = 3412 
a[407] = 2852 
a[408] = 64 
a[409] = 3184 
a[410] = 3284 
a[411] = 2344 
a[412] = 1604 
a[413] = 884 
a[414] = 368 
a[415] = 1288 
a[416] = 3696 
a[417] = 3288 
a[418] = 1008 
a[419] = 2656 
a[420] = 452 
a[421] = 1080 
a[422] = 2132 
a[423] = 700 
a[424] = 3472 
a[425] = 2408 
a[426] = 1080 
a[427] = 788 
a[428] = 428 
a[429] = 908 
a[430] = 3624 
a[431] = 2456 
a[432] = 1100 
a[433] = 3792 
a[434] = 1656 
a[435] = 3792 
a[436] = 2600 
a[437] = 2472 
a[438] = 44 
a[439] = 2656 
a[440] = 3056 
a[441] = 3320 
a[442] = 2400 
a[443] = 652 
a[444] = 1608 
a[445] = 168 
a[446] = 3340 
a[447] = 2704 
a[448] = 3452 
a[449] = 344 
a[450] = 1352 
a[451] = 1304 
a[452] = 1416 
a[453] = 3476 
a[454] = 1996 
a[455] = 2288 
a[456] = 3284 
a[457] = 476 
a[458] = 476 
a[459] = 1112 
a[460] = 1380 
a[461] = 92 
a[462] = 3560 
a[463] = 3880 
a[464] = 1284 
a[465] = 2620 
a[466] = 3664 
a[467] = 3880 
a[468] = 1084 
a[469] = 1108 
a[470] = 3936 
a[471] = 1540 
a[472] = 1832 
a[473] = 3740 
a[474] = 3592 
a[475] = 840 
a[476] = 3900 
a[477] = 2928 
a[478] = 3536 
a[479] = 752 
a[480] = 672 
a[481] = 2288 
a[482] = 2052 
a[483] = 2080 
a[484] = 3164 
a[485] = 1448 
a[486] = 1772 
a[487] = 2440 
a[488] = 1920 
a[489] = 3648 
a[113] = 1664 
a[114] = 3392 
a[115] = 3828 
a[116] = 3416 
a[117] = 2576 
a[118] = 3576 
a[119] = 1596 
a[120] = 2212 
a[121] = 292 
a[122] = 304 
a[123] = 3460 
a[124] = 2644 
a[125] = 868 
a[126] = 1960 
a[127] = 3568 
a[128] = 1852 
a[129] = 924 
a[130] = 1892 
a[131] = 932 
a[132] = 232 
a[133] = 1980 
a[134] = 2588 
a[135] = 148 
a[136] = 1756 
a[137] = 1472 
a[138] = 1228 
a[139] = 576 
a[140] = 1872 
a[141] = 132 
a[142] = 1076 
a[143] = 3368 
a[144] = 3196 
a[145] = 460 
a[146] = 600 
a[147] = 2608 
a[148] = 440 
a[149] = 1576 
a[150] = 196 
a[151] = 2644 
a[152] = 1860 
a[490] = 3544 
a[153] = 1900 
a[491] = 700 
a[154] = 3504 
a[492] = 1144 
a[155] = 496 
a[493] = 508 
a[156] = 2760 
a[494] = 572 
a[157] = 2868 
a[495] = 2420 
a[158] = 1464 
a[496] = 3120 
a[159] = 2012 
a[160] = 1192 
a[161] = 756 
a[162] = 344 
a[163] = 1416 
a[164] = 2728 
a[165] = 2924 
a[166] = 2968 
a[167] = 1888 
a[168] = 1796 
a[169] = 188 
a[170] = 2456 
a[171] = 3664 
a[172] = 1720 
a[173] = 936 
a[174] = 432 
a[175] = 912 
a[176] = 2796 
a[177] = 2432 
a[178] = 920 
a[179] = 3228 
a[180] = 4000 
a[181] = 1108 
a[182] = 1864 
a[183] = 3260 
a[184] = 3000 
a[185] = 2772 
a[186] = 1156 
a[187] = 3160 
a[188] = 1632 
a[189] = 2612 
a[190] = 1164 
a[191] = 2816 
a[192] = 3364 
a[193] = 1504 
a[194] = 1636 
a[195] = 3492 
a[196] = 1828 
a[197] = 596 
a[198] = 1372 
a[199] = 3620 
a[200] = 2184 
a[201] = 1232 
a[202] = 684 
a[497] = 1636 
a[498] = 3700 
a[499] = 1604 
a[500] = 144 
a[501] = 1040 
a[502] = 544 
a[503] = 3376 
a[504] = 772 
a[505] = 128 
a[506] = 208 
a[507] = 2072 
a[508] = 456 
a[509] = 3736 
a[510] = 2820 
a[511] = 1120 
a[512] = 3424 
a[513] = 864 
a[514] = 604 
a[515] = 2580 
a[516] = 2304 
a[517] = 2368 
a[518] = 2420 
a[519] = 1624 
a[520] = 3416 
a[521] = 3368 
a[522] = 3724 
a[523] = 552 
a[524] = 3868 
a[525] = 1696 
a[526] = 376 
a[527] = 388 
a[528] = 3324 
a[203] = 3896 
a[529] = 68 
a[204] = 2160 
a[530] = 1984 
a[205] = 2516 
a[531] = 872 
a[206] = 2208 
a[532] = 1100 
a[207] = 948 
a[533] = 2520 
a[208] = 2352 
a[534] = 240 
a[209] = 3120 
a[535] = 3272 
a[210] = 1580 
a[536] = 48 
a[211] = 3752 
a[537] = 444 
a[212] = 1628 
a[538] = 1340 
a[213] = 3436 
a[539] = 500 
a[214] = 3008 
a[540] = 1580 
a[215] = 620 
a[541] = 152 
a[216] = 3608 
a[217] = 156 
a[218] = 1180 
a[219] = 1232 
a[220] = 2764 
a[221] = 3748 
a[222] = 1452 
a[223] = 3528 
a[224] = 2652 
a[225] = 3080 
a[226] = 3012 
a[227] = 472 
a[228] = 3668 
a[229] = 1788 
a[230] = 1492 
a[231] = 3252 
a[232] = 3012 
a[233] = 3576 
a[234] = 3140 
a[235] = 2572 
a[236] = 2088 
a[237] = 2752 
a[238] = 920 
a[239] = 432 
a[240] = 1864 
a[241] = 2492 
a[242] = 1584 
a[243] = 896 
a[244] = 3332 
a[245] = 584 
a[246] = 1508 
a[247] = 340 
a[248] = 736 
a[542] = 1612 
a[543] = 1000 
a[544] = 2416 
a[545] = 3616 
a[546] = 980 
a[547] = 2120 
a[548] = 3384 
a[549] = 3396 
a[550] = 1148 
a[551] = 2796 
a[552] = 164 
a[553] = 864 
a[554] = 3340 
a[555] = 24 
a[556] = 2556 
a[557] = 3708 
a[558] = 404 
a[559] = 3280 
a[560] = 1180 
a[561] = 3788 
a[562] = 144 
a[563] = 3680 
a[564] = 2300 
a[565] = 380 
a[566] = 2948 
a[567] = 3748 
a[568] = 2224 
a[569] = 1688 
a[570] = 240 
a[571] = 3796 
a[572] = 1832 
a[573] = 3256 
a[574] = 2196 
a[575] = 1648 
a[576] = 2864 
a[577] = 580 
a[578] = 3760 
a[579] = 3652 
a[249] = 92 
a[580] = 3968 
a[250] = 1568 
a[581] = 900 
a[251] = 3492 
a[582] = 2440 
a[252] = 3832 
a[583] = 1532 
a[253] = 3012 
a[584] = 3168 
a[254] = 3012 
a[585] = 3180 
a[255] = 2476 
a[586] = 1548 
a[256] = 2084 
a[587] = 1716 
a[588] = 292 
a[589] = 3352 
a[590] = 2396 
a[591] = 2872 
a[592] = 540 
a[593] = 2536 
a[594] = 2544 
a[595] = 240 
a[596] = 316 
a[597] = 2892 
a[598] = 3980 
a[599] = 2532 
a[600] = 572 
a[601] = 216 
a[602] = 3728 
a[603] = 3804 
a[604] = 872 
a[605] = 3328 
a[606] = 1444 
a[607] = 1136 
a[608] = 3900 
a[609] = 2608 
a[610] = 780 
a[611] = 1268 
a[612] = 908 
a[613] = 620 
a[614] = 2792 
a[615] = 68 
a[616] = 1204 
a[257] = 3424 
a[258] = 348 
a[259] = 3152 
a[260] = 1204 
a[261] = 1836 
a[262] = 2396 
a[263] = 1616 
a[264] = 2812 
a[265] = 2936 
a[266] = 1588 
a[267] = 892 
a[268] = 1680 
a[269] = 3912 
a[270] = 2724 
a[271] = 948 
a[272] = 3804 
a[273] = 304 
a[274] = 1836 
a[275] = 536 
a[276] = 880 
a[277] = 744 
a[278] = 872 
a[279] = 3016 
a[280] = 2236 
a[281] = 2432 
a[282] = 2500 
a[283] = 2060 
a[284] = 2844 
a[285] = 2912 
a[617] = 1740 
a[618] = 3184 
a[619] = 1488 
a[620] = 2492 
a[621] = 1576 
a[622] = 352 
a[623] = 3024 
a[624] = 104 
a[625] = 296 
a[626] = 3256 
a[627] = 412 
a[628] = 3184 
a[629] = 3228 
a[630] = 344 
a[631] = 3748 
a[632] = 844 
a[633] = 64 
a[634] = 3548 
a[635] = 3116 
a[636] = 3384 
a[637] = 2392 
a[638] = 248 
a[639] = 684 
a[640] = 992 
a[641] = 2428 
a[642] = 1944 
a[643] = 1896 
a[644] = 3044 
a[645] = 728 
a[646] = 1956 
a[647] = 240 
a[648] = 2460 
a[649] = 2544 
a[650] = 3128 
a[651] = 944 
a[652] = 112 
a[653] = 880 
a[654] = 1368 
a[655] = 1616 
a[656] = 1168 
a[657] = 616 
a[286] = 1936 
a[658] = 3428 
a[287] = 2328 
a[659] = 1752 
a[288] = 3740 
a[660] = 1248 
a[289] = 3688 
a[661] = 3764 
a[290] = 1472 
a[662] = 2904 
a[291] = 2344 
a[663] = 2084 
a[292] = 1516 
a[664] = 1228 
a[293] = 1268 
a[665] = 3852 
a[294] = 3956 
a[666] = 1196 
a[295] = 1728 
a[667] = 2016 
a[296] = 196 
a[668] = 2236 
a[297] = 2944 
a[669] = 2844 
a[298] = 2616 
a[670] = 2692 
a[299] = 3280 
a[671] = 632 
a[300] = 2848 
a[672] = 1264 
a[301] = 2740 
a[673] = 632 
a[302] = 1628 
a[674] = 2520 
a[303] = 2648 
a[675] = 1708 
a[304] = 444 
a[676] = 2760 
a[305] = 864 
a[677] = 1876 
a[306] = 3176 
a[678] = 3348 
a[307] = 1320 
a[679] = 2624 
a[308] = 3008 
a[680] = 412 
a[309] = 40 
a[681] = 3876 
a[310] = 1736 
a[311] = 1240 
a[312] = 3872 
a[313] = 1640 
a[314] = 700 
a[315] = 2708 
a[316] = 544 
a[317] = 2632 
a[318] = 2436 
a[319] = 1684 
a[320] = 2312 
a[321] = 3900 
a[322] = 24 
a[323] = 1228 
a[324] = 1160 
a[325] = 1380 
a[326] = 2948 
a[327] = 2760 
a[328] = 316 
a[329] = 2964 
a[330] = 2032 
a[331] = 568 
a[332] = 1700 
a[333] = 1060 
a[334] = 616 
a[335] = 2136 
a[336] = 1916 
a[337] = 1192 
a[338] = 856 
a[339] = 916 
a[340] = 2636 
a[341] = 2588 
a[342] = 2148 
a[343] = 2500 
a[344] = 220 
a[345] = 2844 
a[682] = 968 
a[683] = 1924 
a[684] = 748 
a[685] = 2332 
a[686] = 3532 
a[687] = 3320 
a[688] = 348 
a[689] = 2952 
a[690] = 2472 
a[691] = 1588 
a[692] = 116 
a[693] = 1368 
a[694] = 1076 
a[695] = 1340 
a[696] = 2620 
a[697] = 3672 
a[698] = 3348 
a[699] = 852 
a[700] = 3916 
a[701] = 3440 
a[702] = 2884 
a[703] = 2580 
a[704] = 1472 
a[705] = 2804 
a[706] = 284 
a[707] = 1636 
a[708] = 672 
a[709] = 1032 
a[710] = 252 
a[711] = 2488 
a[712] = 904 
a[713] = 1212 
a[714] = 404 
a[715] = 3052 
a[716] = 944 
a[346] = 2612 
a[717] = 1340 
a[347] = 2164 
a[718] = 2364 
a[348] = 2876 
a[719] = 1288 
a[349] = 1040 
a[720] = 284 
a[350] = 1252 
a[351] = 1180 
a[352] = 2344 
a[353] = 1268 
a[354] = 3808 
a[355] = 3496 
a[356] = 2640 
a[357] = 156 
a[358] = 2248 
a[359] = 356 
a[360] = 3116 
a[361] = 1680 
a[362] = 916 
a[363] = 2216 
a[364] = 2732 
a[365] = 1524 
a[366] = 344 
a[367] = 2048 
a[368] = 120 
a[369] = 2604 
a[370] = 368 
a[371] = 2748 
a[372] = 2592 
a[373] = 3916 
a[374] = 1240 
a[375] = 212 
a[376] = 2752 
a[377] = 1252 
a[378] = 3776 
a[379] = 3028 
a[380] = 2288 
a[381] = 1020 
a[721] = 2240 
a[722] = 276 
a[723] = 396 
a[724] = 3600 
a[725] = 1344 
a[726] = 3136 
a[727] = 2216 
a[728] = 2416 
a[729] = 3884 
a[730] = 468 
a[731] = 2324 
a[732] = 3316 
a[733] = 752 
a[734] = 900 
a[735] = 2192 
a[736] = 3548 
a[737] = 2584 
a[738] = 3820 
a[739] = 212 
a[740] = 3608 
a[741] = 64 
a[742] = 100 
a[743] = 1912 
a[744] = 2676 
a[745] = 1908 
a[746] = 960 
a[747] = 1024 
a[748] = 3240 
a[749] = 724 
a[750] = 3712 
a[751] = 924 
a[752] = 2956 
a[753] = 3980 
a[754] = 2720 
a[755] = 3960 
a[756] = 2728 
a[757] = 1848 
a[758] = 3576 
a[759] = 2544 
a[760] = 1724 
a[761] = 1444 
a[762] = 864 
a[763] = 2444 
a[764] = 2188 
a[765] = 3164 
a[766] = 628 
a[767] = 1728 
a[768] = 1740 
a[769] = 440 
a[770] = 3340 
a[771] = 2748 
a[772] = 1904 
a[773] = 844 
a[774] = 656 
a[775] = 1980 
a[776] = 2744 
a[777] = 3016 
a[778] = 2996 
a[779] = 3384 
a[780] = 1140 
a[781] = 2700 
a[782] = 300 
a[783] = 92 
a[784] = 84 
a[785] = 3016 
a[786] = 1452 
a[787] = 2804 
a[788] = 2264 
a[789] = 1020 
a[790] = 1340 
a[791] = 1392 
a[792] = 3864 
a[793] = 3604 
a[794] = 3828 
a[795] = 2044 
a[796] = 2760 
a[797] = 1856 
a[798] = 1172 
a[799] = 492 
a[800] = 3696 
a[801] = 1912 
a[802] = 644 
a[803] = 1592 
a[804] = 2748 
a[805] = 2700 
a[806] = 3564 
a[807] = 2892 
a[808] = 1708 
a[809] = 3964 
a[810] = 2268 
a[811] = 2840 
a[812] = 2656 
a[813] = 3972 
a[814] = 332 
a[815] = 2732 
a[816] = 388 
a[817] = 3184 
a[818] = 2936 
a[819] = 2644 
a[820] = 196 
a[821] = 272 
a[822] = 1436 
a[823] = 52 
a[824] = 1276 
a[825] = 2664 
a[826] = 3496 
a[827] = 32 
a[828] = 512 
a[829] = 2068 
a[830] = 1924 
a[831] = 1608 
a[832] = 3976 
a[833] = 2560 
a[834] = 600 
a[835] = 124 
a[836] = 1252 
a[837] = 160 
a[838] = 3012 
a[839] = 360 
a[840] = 116 
a[841] = 2680 
a[842] = 3196 
a[843] = 172 
a[844] = 2644 
a[845] = 928 
a[846] = 2900 
a[847] = 3024 
a[848] = 108 
a[849] = 1828 
a[850] = 3072 
a[851] = 1704 
a[852] = 3500 
a[853] = 500 
a[854] = 3160 
a[855] = 772 
a[856] = 3160 
a[857] = 56 
a[858] = 2204 
a[859] = 1072 
a[860] = 2120 
a[861] = 120 
a[862] = 2676 
a[863] = 3496 
a[864] = 84 
a[865] = 3268 
a[866] = 3612 
a[867] = 1328 
a[868] = 828 
a[869] = 24 
a[870] = 1684 
a[871] = 2344 
a[872] = 108 
a[873] = 2280 
a[874] = 3920 
a[875] = 152 
a[876] = 608 
a[877] = 2812 
a[878] = 580 
a[879] = 708 
a[880] = 2040 
a[881] = 3644 
a[882] = 3816 
a[883] = 2944 
a[884] = 1544 
a[885] = 2968 
a[886] = 1116 
a[887] = 2104 
a[888] = 3016 
a[889] = 3312 
a[890] = 580 
a[891] = 2536 
a[892] = 832 
a[893] = 3248 
a[894] = 2024 
a[895] = 908 
a[896] = 3916 
a[897] = 3040 
a[898] = 3640 
a[899] = 2148 
a[900] = 3056 
a[901] = 2724 
a[902] = 484 
a[903] = 564 
a[904] = 996 
a[905] = 1804 
a[906] = 712 
a[907] = 1596 
a[908] = 2016 
a[909] = 1284 
a[910] = 3708 
a[911] = 52 
a[912] = 920 
a[913] = 924 
a[914] = 396 
a[915] = 3864 
a[916] = 1292 
a[917] = 2912 
a[918] = 1964 
a[919] = 1708 
a[920] = 3624 
a[921] = 2536 
a[922] = 240 
a[923] = 448 
a[924] = 3184 
a[925] = 2256 
a[926] = 2760 
a[927] = 500 
a[928] = 2696 
a[929] = 2392 
a[930] = 2640 
a[931] = 3156 
a[932] = 1108 
a[933] = 528 
a[934] = 3712 
a[935] = 3504 
a[936] = 2324 
a[937] = 416 
a[938] = 2500 
a[939] = 336 
a[940] = 1692 
a[941] = 3608 
a[942] = 1788 
a[943] = 12 
a[944] = 524 
a[945] = 3584 
a[946] = 1280 
a[947] = 1808 
a[948] = 2488 
a[949] = 644 
a[950] = 3512 
a[951] = 2104 
a[952] = 580 
a[953] = 1152 
a[954] = 3952 
a[955] = 3756 
a[956] = 808 
a[957] = 112 
a[958] = 1656 
a[959] = 3500 
a[960] = 2496 
a[961] = 292 
a[962] = 2648 
a[963] = 1004 
a[964] = 2220 
a[965] = 2352 
a[966] = 1908 
a[967] = 1944 
a[968] = 172 
a[969] = 404 
a[970] = 3680 
a[971] = 1856 
a[972] = 4004 
a[973] = 1460 
a[974] = 3272 
a[975] = 1932 
a[976] = 2444 
a[977] = 544 
a[978] = 1140 
a[979] = 924 
a[980] = 1180 
a[981] = 2052 
a[982] = 428 
a[983] = 1752 
a[984] = 3196 
a[985] = 1784 
a[986] = 2908 
a[987] = 4000 
a[988] = 1888 
a[989] = 1964 
a[990] = 3492 
a[991] = 1788 
a[992] = 3656 
a[993] = 2132 
a[994] = 2784 
a[995] = 1868 
a[996] = 1884 
a[997] = 2096 
a[998] = 1216 
a[999] = 2048 
a[1000] = 2492 
a[1001] = 888 
a[1002] = 1308 
a[1003] = 3896 
a[1004] = 2344 
a[1005] = 572 
a[1006] = 3228 
a[1007] = 780 
a[1008] = 2516 
a[1009] = 364 
a[1010] = 3108 
a[1011] = 1096 
a[1012] = 2408 
a[1013] = 936 
a[1014] = 2840 
a[1015] = 1600 
a[1016] = 2712 
a[1017] = 3148 
a[1018] = 3000 
a[1019] = 596 
a[1020] = 1104 
a[1021] = 2484 
a[1022] = 2376 
a[1023] = 756 
a[1024] = 2016 
a[1025] = 2560 
a[1026] = 24 
a[1027] = 3892 
a[1028] = 648 
a[1029] = 1232 
a[1030] = 3344 
a[1031] = 540 
a[1032] = 3524 
a[1033] = 644 
a[1034] = 432 
a[1035] = 1860 
a[1036] = 1208 
a[1037] = 1060 
a[1038] = 40 
a[1039] = 1124 
a[1040] = 1416 
a[1041] = 548 
a[1042] = 2212 
a[1043] = 1228 
a[1044] = 1480 
a[1045] = 2452 
a[1046] = 228 
a[1047] = 184 
